"id","company_name","project_name","location_name","video_start_time","video_end_time","onedrive_url","userid","camera_angle"
"40","AMBIEN","E-COMMERCE WEBSITE","KAITHARI NAGAR","2024-05-15 12:30:00+05:30","2024-05-15 11:56:00+05:30","https://1drv.ms/v/s!Ap20b2w7OBi5gTaHXA1FV2RT5EFN?e=Eu3lsQ","19","top_view"
